Torque cutting wheel (MN*m),Pressure force cutting wheel (kN),Thrust force (kN),Torque screw (kN*m),Cutting wheel speed of rotation (rpm),Thrust pressure (bar),Earth pressure (bar),Pressure foam lance (bar),Excavated material flow (t/h),Penetration rate (mm/rpm)
4.932597087,9356.824376,39863.09117,3.171572872,2.919174664,287.1698656,2.198151078,2.017898273,65.44197292,3.236833824
6.040057803,7458.309288,37997.77153,6.129115854,2.134740854,337.8189807,2.185744721,1.903395522,84.5631929,7.386844732
7.961407767,7655.391089,34411.82952,14.76273267,2.078870293,254.4699029,2.661907479,1.848715891,136.2052632,8.210042105
7.308962025,13218.16366,30400.22309,4.329281768,2.057312,217.6221293,2.015229242,1.159686888,64.78723404,3.110895462
7.830071885,12788.5245,33530.30943,12.93674214,0.400584192,276.9439834,1.541110155,1.217921687,132.1327434,43.05823494
2.85625,10677.82122,42085.73562,0.802560084,2.651769231,340.5907267,2.570192012,1.379571525,40.04404145,2.892045977
8.028777778,10647.73784,34420.08237,7.769758673,0.420567568,267.988491,2.198728393,1.445709459,111.7246175,41.30789986
7.723950413,12136.73554,33546.40967,5.704035088,0.416788875,258.7871486,1.541110155,1.036912895,83.52465234,30.66816255
7.35924773,12720.29545,41353.55556,12.95196051,2.114358524,272.6347607,2.114741201,1.495076651,106.8884565,5.44767847
8.891578212,10808.0852,28206.54888,4.440069832,0.444790503,243.4103139,2.198728393,1.389418159,117.8658537,19.58019231
8.080648649,6437.08871,37445.73921,18.14752918,1.624895833,255.1707819,2.234919608,2.264125387,75.09983633,9.336097847
7.102377158,9121.932489,41690.0225,23.29873418,2.02882716,297.191989,2.835294002,2.470610687,339.9470899,19.65548792
7.663122172,8810.594912,31464.22931,12.08074671,2.042166911,227.3825137,2.767253151,1.954451039,101.3440111,6.158983895
5.378641827,9157.45977,23917.93208,32.2663786,1.969219653,189.0372671,1.949825397,2.333018868,339.9470899,12.44398844
3.320781104,10143.58797,23039.71963,3.81772067,3.067737374,188.8130841,2.019073814,1.159581006,52.58080808,2.016250891
8.005744337,8552.972492,24415.05502,15.54805991,1.205136719,186.7944984,2.039364309,2.010400391,145.8542805,9.086855769
5.065961194,12594.23211,35642.54976,3.208133462,2.074159073,262.2034632,2.854373654,2.0373125,65.44197292,4.974648241
7.788853211,9740.397753,37546.46067,12.58905544,1.995725095,312.8,1.896779661,1.336275416,121.5718654,6.174529161
7.026695502,13390.96713,32957.0823,3.095039459,2.048200924,284.8689492,2.211476888,1.070751232,80.37190083,4.438996528
5.402398287,11855.40201,40058.34182,9.702254995,2.191782334,337.1892857,2.206824242,1.400599201,86.41294006,3.883607325
7.417648305,11691.22246,40415.62606,13.1469603,2.094911616,337.2337821,2.257768595,1.829349736,122.0213816,5.44767847
3.974449301,7277.068238,37106.45455,1.707997022,3.772964135,317.0,2.175421109,1.866687345,103.1399254,2.324324895
5.379983793,8069.427039,38080.76496,3.933547445,2.203488372,315.719708,2.246442432,1.903395522,68.94006849,5.553362044
6.897296743,8982.517241,30727.44978,15.18251874,2.125682159,216.994003,2.047648319,3.466229385,98.57756233,5.715454039
7.106674419,11052.77291,34260.15405,9.19188579,2.112091691,229.5284327,2.279760865,1.204964781,82.46704984,4.268294485
7.630714286,10548.00209,33609.31218,9.679123989,2.030304288,294.3128492,2.941663622,3.656835206,140.9580153,7.531285981
4.599513889,13449.7261,26885.31831,5.569043928,2.473737529,209.6520307,1.902400612,0.957679971,52.7550152,1.689046175
7.485339674,6716.371134,19986.94749,23.85355408,1.741195876,145.5113208,2.066020168,1.605022831,171.3465784,10.2833245
8.20078125,8405.199219,24332.43359,11.60828704,2.01374183,195.4511719,2.003565525,1.278814628,116.4115702,6.466045455
6.660272109,13628.21184,24437.25753,9.833229491,2.146258352,176.4663594,1.874597241,1.526142264,85.97715472,4.214181319
6.182733333,6063.21875,26523.07143,33.68863636,0.40445122,258.2403101,1.804320557,1.135920074,142.0650558,99.41858964
6.320645833,12270.28863,37046.02041,6.31074344,2.088556851,283.8309038,2.161901291,3.151645963,69.43877551,5.778373817
6.888783784,4414.572072,30902.19318,21.72400901,2.1125,228.7878788,2.20907364,1.888457207,119.7632576,6.684024768
5.792531447,4834.624413,25730.98349,15.56386541,2.16168595,188.3928571,2.172783883,1.872570671,140.3568773,11.48706647
7.340612613,5569.576577,24364.9821,24.73790991,2.110296296,199.0,1.988601533,3.575848303,124.1963964,7.019527051
6.394563953,10147.33037,28683.31127,12.72651397,1.995642202,186.2319806,2.828409629,2.381948052,182.5580808,10.73188101
7.7897851,9744.295129,32872.80051,22.54408269,0.414861111,339.3914027,1.96282159,2.292942804,126.5730159,39.9580397
7.62759542,11809.20669,36124.47568,9.30106383,2.05,326.5994475,1.97670932,1.829349736,90.16409266,3.362881795
7.792562814,8825.427526,41145.46967,9.467251381,2.002580645,309.0841515,2.322303166,1.794262821,115.1039604,5.81294337
7.397818182,8100.014842,23081.46939,19.28486085,1.760649351,177.0273973,1.984020673,1.856076067,148.471243,7.668160966
7.37307309,11226.46919,31871.54068,5.166538797,2.045791469,256.4775604,2.303050779,2.018547009,64.78723404,4.502281437
7.607591623,11735.57872,37958.67618,16.34281638,2.096997519,283.2275335,2.92502401,2.013539967,128.4452424,7.314272408
5.480283019,6564.615736,24177.93019,5.932816901,2.200079365,191.6792453,1.8337539,1.833665644,71.38746439,6.897279483
8.20078125,8364.182365,27721.07832,18.96725948,1.891113445,192.6488011,2.681458583,1.8705033,108.1722142,6.478583607
7.476962552,12059.05643,26951.67723,5.005677233,2.068088377,186.3099788,2.220572252,1.536273987,93.80104712,5.404927007
6.162209677,10161.31458,29484.62292,6.597104851,2.151164021,227.9145833,2.181824405,1.842395833,111.2770833,9.66362212
7.13958589,7056.618938,20503.07285,40.76465753,1.626245734,153.4679912,2.168535551,1.702369668,175.9279778,10.83900228
3.829859155,5716.760456,25526.48669,5.819785276,2.236257669,177.3738739,1.833966282,2.706719219,98.84783824,7.230177007
3.966167598,6695.05317,37106.45455,1.707997022,2.779652352,281.8108384,2.161901291,2.308903366,88.61026616,3.827134146
7.273855422,6645.430723,26307.61446,15.92077519,2.144084967,232.5046296,2.236641842,1.633178808,102.5658807,6.887259045
7.916746167,8885.938567,34580.62969,19.55077601,1.760649351,265.585124,2.455028736,1.830512153,126.8472222,8.495679211
7.806095618,12555.30139,39724.09775,6.221689008,2.029005964,286.2015571,2.744614834,1.386209677,90.42708333,4.392028723
6.671546635,13934.55339,32583.00205,0.8387,2.136587957,244.9526494,2.983244353,1.809277457,83.57700205,3.964882
5.610440367,4694.281553,19224.28495,38.1578866,1.917793296,169.4340278,2.232616108,1.992715827,181.5,8.782565421
7.813153846,6199.021459,38817.48566,18.13903226,1.706236559,281.1469534,2.377242704,3.721106942,128.5698925,8.495679211
7.257338552,6153.906728,34284.2263,12.7869419,2.116883117,333.2051756,1.914754797,1.336275416,152.7978261,7.437124006
6.425812417,6220.554318,33574.49739,16.21694253,2.115067698,226.3091286,3.065714286,2.441964286,71.88597843,6.818443886
7.788853211,10369.2701,30602.39588,24.23115464,1.736177658,198.8457584,2.654123437,3.365686275,94.8525641,9.812671845
7.163539916,15935.78571,33412.53729,1.166628151,2.097533333,240.6973378,2.283918332,1.863687783,80.42226891,4.058447674
6.830667539,6204.184348,37304.64067,13.2239823,2.050486726,300.9457944,2.374729608,1.895529412,130.4479495,6.832727273
4.347970297,8392.378731,42002.82309,7.326535948,3.537374214,342.2562893,3.018118823,1.779113924,44.35404789,2.572815157
5.42359924,5174.774194,26306.58824,12.52701413,2.212067138,195.2862191,2.287126168,1.872570671,85.22862454,5.062886792
5.431646341,7345.655488,37611.17517,13.98755889,0.38097973,340.3225806,1.759917255,1.114911504,157.4093686,42.58145438
4.508823949,4456.601399,16197.57634,16.40447552,0.410032468,224.8912338,2.213352535,1.543445122,227.0839695,72.80485313
7.81724559,8618.61426,35185.53499,13.49722121,2.075557587,244.6636569,3.039652803,2.179240506,122.0982567,6.988991409
5.482160804,3949.391304,22529.50751,34.51907609,1.811135734,233.7897898,2.103057281,2.774956822,194.3084416,44.12637097
4.458878327,12194.71256,35719.42915,6.857346734,2.216574074,291.5958738,2.357579325,1.502548544,69.13594771,2.744557176
7.568561644,5681.104015,25473.77455,17.44759124,2.16168595,172.3401487,2.199039813,2.191732283,140.3568773,7.360807547
5.281274298,12783.46973,29432.59783,3.49895719,2.074159073,211.0716135,1.922762706,0.957679971,76.47629548,3.792328016
7.966964912,8267.792619,33146.33708,16.31511424,2.018149688,223.1765677,2.066270627,1.224169304,101.2311688,5.129427623
7.949295238,9243.358273,35513.8592,7.976345324,2.032730375,231.0160116,3.018506122,2.037037037,119.0331492,5.969444961
2.89984326,13052.10504,34833.57985,8.05764884,2.486020495,265.6500593,1.901042196,1.036912895,74.71692877,4.388919897
4.990482897,12586.7585,31951.47893,21.59879854,2.177773756,259.5649902,2.193197479,1.439620939,106.4769417,9.66362212
6.452086849,5531.170732,22676.03556,22.50242744,0.403931398,183.1830986,1.577636098,1.120391061,123.6948854,38.98941096
7.162929615,10678.08637,39253.68727,7.454957507,2.097937984,297.648062,2.223988926,1.997248062,99.88846154,4.553688462
7.753636709,8589.754564,28998.33874,15.54805991,2.024003436,218.0013928,2.199834286,1.551076159,109.5458333,6.887259045
6.731038462,10165.44974,33586.79894,11.31731922,2.151164021,209.2574956,3.065714286,2.282124011,109.680776,6.140528902
7.723950413,12136.73554,34178.79835,18.66052893,2.056884876,271.6127367,2.273364231,1.693204868,122.2816501,11.06689706
7.18222488,10473.26455,43413.7975,7.899131579,2.097937984,308.9,3.017085479,1.779113924,78.24808429,4.765412485
7.47417517,11470.39614,32657.18101,4.718508671,2.051768786,237.6946565,2.991758658,1.809277457,95.66011561,5.140117284
7.340612613,11510.0949,39228.2935,5.166538797,2.075535007,298.0484848,2.223988926,1.959316618,102.2087186,5.154509908
7.153479924,11103.73878,35411.51633,3.104959184,2.201104718,262.910804,1.892906617,1.43143535,73.42706334,3.842176585
5.93459144,8574.79057,22330.95825,20.68280405,0.429493243,160.4831169,1.723733938,1.320509222,117.1397695,44.57649027
6.789835294,10757.19814,40448.60536,10.06958384,1.860073529,306.1175847,2.350221631,2.35727459,120.244898,5.81294337
8.016351351,13559.92028,44447.09471,2.480155039,1.983488556,329.6014207,2.422644979,2.606788932,97.05699482,5.270729275
6.983985849,12215.08096,40883.76541,6.051361546,2.113694118,290.4326425,2.519935249,2.411545455,59.66923077,2.939208488
8.38709901,9923.990099,42406.02376,16.35435284,1.917784679,302.1237624,2.433308625,1.286820652,118.3800979,7.117202284
4.256035197,9680.196687,26734.45698,0.739433962,2.178077544,218.4280822,1.788894897,1.073433048,73.9935846,2.272925798
7.437780269,10256.86116,26573.8341,25.1838358,2.114,180.0724638,2.149542462,2.814009662,339.9470899,19.65548792
3.712679325,8465.192737,30031.01679,1.103947858,2.187382629,253.990303,2.519468561,3.572390397,94.8978389,7.43987782
7.415068681,9201.153239,34871.60979,10.36997126,1.727333333,280.9036335,2.381725888,2.478743655,94.7322335,6.782789826
8.134735294,8225.895044,29244.29941,18.96725948,2.042012384,211.1783217,2.016369801,2.164126712,120.2704508,7.083996835
7.165766423,7674.638758,27276.63678,10.51282828,2.085792208,187.7983871,1.962943723,2.146335491,120.8173759,6.568218299
7.911973684,12858.60507,27243.13775,7.354198675,2.064373522,203.2357616,2.008554622,1.200960009,86.70067265,3.961465753
7.873953901,7546.693262,27487.01433,13.59641833,1.944937063,223.5183044,2.846743024,2.743002915,120.8173759,6.763017323
6.731038462,11987.80153,28914.2751,7.688731762,2.140040948,201.2251656,2.344859393,2.146335491,105.26109,5.486024081
6.608707951,10633.83647,30040.58137,21.10417582,1.736177658,213.1397174,2.016369801,1.159686888,92.2544407,7.915200669
7.505134831,10824.90637,36072.78409,5.105164141,2.123466667,236.3808777,2.584561688,1.875563464,89.44318182,4.662365363
4.570991432,10298.35682,41960.8198,9.135998357,2.208093673,341.3801653,2.661556474,1.352663707,80.3996139,3.331071365
7.84377892,6905.013566,32218.12435,21.17962329,1.988347245,273.4229137,2.200176125,2.111601942,211.5958904,13.30270358
5.500287162,9130.803774,37680.12356,5.554767184,2.16293823,289.5975275,2.264334892,2.308903366,92.9827044,5.715454039
4.128460058,4713.405844,18607.88626,16.03301333,0.398146853,190.9512195,1.756553447,1.298164336,189.4189944,71.54930584
3.213439008,9325.436557,40511.49423,0.497287867,2.863887147,315.6299911,2.144602941,2.244413717,35.6869469,2.663547471
6.983985849,9641.82109,40442.43128,17.60959716,2.097439024,340.0402844,1.88464455,1.207149321,92.2544407,4.697571765
6.21344,7743.690117,35579.72626,14.80825688,2.159868637,295.9357477,2.431473628,1.598316913,126.8596215,6.413780757
3.966167598,7570.979475,40961.60661,4.636799007,3.162726692,342.2562893,2.146504593,1.981752874,48.78732106,2.572815157
4.990482897,11189.5089,28241.5255,4.585243179,2.190984579,212.6825397,1.947189728,1.555388889,68.77342823,4.823232503
7.67095679,8402.20679,35793.50633,16.31511424,1.986256591,244.6636569,3.039652803,1.782195572,108.3509434,6.084626039
3.24351864,6516.182028,39738.40438,0.243678756,2.233981002,286.3986175,2.754190373,1.853455882,60.43548387,4.5155
6.327431118,9781.622695,34168.51129,5.905013055,2.107932692,235.4330454,2.932209233,1.917381266,111.2770833,5.245358228
6.364756554,11538.53458,29902.57939,15.28026961,2.060296736,269.7258225,2.395001092,1.264160839,84.16720955,4.058447674
2.340454545,6492.958549,36282.95067,2.69744403,2.215956221,235.6860927,2.737858089,1.941086957,71.63235294,6.457894813
8.028777778,5656.67101,23940.08184,24.86289902,1.983612774,191.5823529,2.039364309,2.918451243,129.1129707,7.577654784
7.767304833,4826.477046,23366.70431,45.49326489,1.994864865,221.587269,2.008724026,2.901694045,128.4127807,6.359004959
5.910603949,10753.37601,33311.38594,1.191525886,0.378378747,225.1355932,1.48940082,1.277772374,65.57356948,25.69626675
7.611021277,8522.771218,28998.33874,15.24745133,2.155806916,278.3989218,1.754629531,1.284375,117.3931241,5.782844544
6.913485839,7872.096364,39793.81091,11.67972727,0.409781818,341.3463687,1.87898961,1.138184438,122.0459966,36.52681594
5.378641827,12940.82029,29181.99639,4.269987981,2.548473558,228.7079327,1.92708628,2.0648125,84.43733231,3.792328016
6.720241758,10554.27033,40448.60536,10.06958384,2.163934066,341.3220339,2.206824242,1.856429856,88.61899441,2.700188651
3.355241872,6697.953247,36713.66791,3.1090625,2.140212121,277.613748,2.335397898,1.622011494,88.61026616,9.6734371
7.715119266,8325.441581,26040.875,12.15971154,2.00028169,224.7716346,2.087019231,1.474008264,109.5458333,5.129427623
4.928586957,14736.05231,27344.95492,4.89944668,2.190984579,216.4694719,2.451422997,1.498676143,81.33333333,4.058447674
7.81724559,7323.91954,42736.79899,12.69956081,2.008935811,324.597973,2.141006379,3.721106942,135.9324578,10.35178277
7.14482679,7056.618938,30612.73441,16.52262473,0.429657534,241.0783505,1.524993447,1.085064338,101.3885449,52.57536034
3.712679325,10368.35866,26734.45698,3.81772067,2.766752739,210.3925104,1.938358523,1.084813084,48.43240223,2.748868488
6.290419487,9849.154047,44574.377,4.92166,2.204610245,340.699,2.365959036,1.99861869,98.0978121,4.290630952
7.309833333,9382.328849,29252.48879,16.05210596,2.143374046,225.8185484,1.974328386,1.892809917,95.01240695,5.285853933
7.195458392,10404.31286,27504.19577,8.216805556,2.109033742,217.477918,2.149542462,1.67519337,88.61899441,5.306659091
7.259539683,7426.809615,34710.77886,11.29740952,2.106701461,287.4813008,2.2720847,1.362721755,129.9934959,7.134066667
7.838431373,6178.601542,33207.93705,18.61071531,2.047181688,251.5678295,2.131746955,1.902727273,113.9719764,6.120520863
6.025766234,9086.496855,31837.23539,7.183311111,2.100644783,261.6558824,2.303050779,1.264160839,95.15138593,5.481804261
2.340454545,6492.958549,36282.95067,3.1090625,2.233981002,277.613748,2.335397898,1.867015209,43.82879819,2.228725797
8.406414392,7534.921325,26332.6828,8.262234043,1.854541063,224.7716346,2.681458583,1.858456562,120.8173759,7.768315603
7.663122172,10647.60332,33425.3816,11.30356989,2.030304288,260.2322775,2.626832797,2.295612708,136.8363971,8.033644788
7.563694268,12849.75318,37431.41561,26.17644904,2.128795045,220.553719,2.866813762,1.684116694,95.01240695,5.349550272
7.773895028,13878.51195,32465.33685,7.277244502,2.007922535,225.9292636,1.978259048,1.892809917,66.46768707,5.853051008
7.775916442,8700.13594,30721.78212,16.04348231,2.009180633,206.4264432,2.613717813,2.138687151,129.2327747,8.427594041
7.058214286,7837.977035,35240.63466,13.00038961,2.093093146,260.7079646,2.197469328,1.495076651,162.4069264,8.907277056
6.908525896,10501.46648,24673.74669,9.65968039,2.084705882,175.0883499,2.059420272,4.311484714,82.07919654,4.442485785
7.786356142,9740.397753,29183.93696,12.40480935,1.866891117,218.0013928,2.015663265,1.17038715,118.9161392,6.684483501
6.567157534,12346.75569,29259.23306,3.068290323,0.402292531,256.3560886,1.541110155,1.225544794,65.57356948,30.66816255
6.425812417,5242.826087,19733.41768,46.16948805,1.814315068,139.2354571,2.255154062,2.036838624,197.5391061,12.97352909
4.375404858,4326.97281,35256.14571,6.139278075,2.075930481,286.9296578,2.308233638,1.867015209,48.2552381,5.366462963
6.72129902,11987.80153,28914.2751,2.357071865,2.140040948,301.0114679,2.395001092,1.343176606,63.38787879,3.440509885
6.880201729,13117.76915,40438.15496,17.95689011,2.11340871,337.2337821,1.88464455,2.157610544,109.7667638,5.675159091
7.384148418,9556.680672,38114.72269,14.98815126,2.061492806,288.1029412,2.319162135,2.03942623,171.3392405,10.75391731
7.899251337,9507.334315,32226.98316,9.396921944,2.014108984,241.2794613,2.991758658,2.037037037,119.0331492,7.130231511
6.949667519,7087.517422,27839.82682,21.81188082,0.387968127,246.9949109,1.941285416,0.940565032,138.8919926,42.58145438
7.283576159,10465.17199,25977.71631,22.71539683,0.44074,191.7081712,1.755021492,1.277772374,134.152,26.60392221
5.281274298,6749.416174,39603.64789,8.143060179,3.005006536,315.719708,2.054379172,1.667320261,68.41659152,3.146169734
5.91481268,8766.968023,23054.25376,12.49766603,2.191356338,182.7980365,1.967986117,1.255566111,94.7232906,5.798438218
8.07145488,9327.031308,30797.12268,7.649388489,1.783827684,221.5536723,2.555777059,3.94465812,106.7387006,7.007436441
5.438451136,13640.54694,33705.4623,16.35411447,2.187068794,250.1649928,2.983244353,3.186164122,35.02942263,1.941427502
7.633521127,14927.74737,28788.44737,4.80580292,2.068088377,210.2553542,1.870557222,1.506417275,121.4306569,6.4538542
7.641446701,7281.522541,29207.7535,18.82821981,2.042012384,211.1783217,2.268633074,1.962436869,127.5016556,7.681255435
7.316457399,9382.328849,32170.44811,16.05210596,2.143374046,269.847541,2.29617236,1.693204868,153.0055046,7.909336
7.806625,12555.30139,39724.09775,11.35442466,1.978753463,286.2015571,2.405594173,1.916698113,131.423913,7.018917219
7.511303215,9571.81068,22842.69741,9.668095179,1.999857143,203.2481481,2.227350902,1.60531746,91.34715026,5.39157702
5.931264546,11627.78721,26094.67967,2.748661258,1.99644,202.5927075,1.802915767,1.073433048,65.54942339,3.604865438
7.281028369,4878.300181,24061.04075,46.56589189,2.024702703,169.9592476,1.931007613,2.265595611,164.3272727,12.84995611
7.551021992,10222.91979,34625.80099,8.882897801,2.032691854,231.0160116,2.279760865,1.855931587,78.54753656,4.328882214
7.91683313,9081.937881,25440.16322,13.08545676,2.059198683,187.8142481,2.121334609,1.981709559,137.0455373,6.917756388
7.620970297,7788.65037,32849.46931,20.50171852,2.061700787,255.8356436,2.91201014,2.799343832,188.0987342,10.60985101
8.029235925,8412.761574,27616.47269,17.75160156,1.891113445,275.8924242,2.639761905,2.585819328,132.2915888,7.314272408
5.92383792,14123.08237,30603.84609,7.330324232,2.148338068,256.8958838,2.060175882,1.439093137,45.63822894,2.305316547
6.270500986,13494.47355,32272.5055,9.861092985,2.170014025,208.7658631,1.941103768,3.201082772,59.7834873,3.044427621
7.007686997,13525.34122,34183.44917,4.813997155,2.048200924,259.4915085,2.211476888,1.833821263,89.01155427,4.369289838
5.029960784,6785.031056,29811.08182,5.035259392,2.200733453,213.043038,2.952730561,1.880253165,76.87269682,6.708026711
7.225136,10977.05115,34260.15405,7.128797468,2.120445247,261.6972112,2.603958278,2.295612708,74.15264188,4.058447674
7.42203271,7278.92757,24974.82243,15.73634503,2.144084967,182.4133949,2.14406435,1.863785461,149.7509579,8.875528868
6.669884726,4564.72179,30902.19318,18.29666116,0.448994413,241.0783505,1.46342437,0.654721362,101.3885449,43.67732101
3.101293008,9536.711283,39813.31195,1.67125,2.548748891,322.8960177,2.919302692,1.204346154,45.47857889,5.111714595
7.464807947,9366.988079,26887.88079,17.96804185,2.064877698,187.9361702,2.257186447,1.863785461,125.2621359,6.721698361
5.019440994,6785.031056,23946.64286,16.33575569,2.217826087,194.7192982,2.227814536,1.526661631,251.498008,18.54175258
5.516551724,4732.398104,18607.88626,18.89696237,0.798091398,168.8857143,1.944734694,2.086377551,173.8145161,61.00949351
7.892471664,10220.70865,33953.86768,11.70391156,1.982972973,255.7246073,2.580413904,2.07662116,136.8363971,7.018917219
7.806095618,12555.30139,39724.09775,11.35442466,2.029005964,309.844504,2.282522668,1.825149105,153.0055046,7.398273764
8.20078125,8405.199219,24332.43359,11.60828704,2.014433657,186.7944984,2.23687221,1.201033058,125.2621359,6.73589491
8.20078125,8364.182365,25509.74148,18.96725948,1.692522659,192.283237,2.681458583,1.848715891,156.8864542,9.086855769
7.665274302,10463.88105,33425.3816,5.206918919,2.095209302,237.0242775,3.003359207,2.441746126,87.52719201,4.081931467
7.552763158,8945.198895,37756.62017,6.958685714,2.02147139,273.9114332,2.782999604,2.552465398,130.3629032,7.5483829
7.876848138,9112.306011,25854.98389,10.57932605,2.014323995,207.2294182,2.187823129,1.908187773,122.3267652,6.903554839
6.08180597,4317.132797,27443.28037,30.75883495,0.322628205,254.9038817,1.46342437,1.023544521,194.3084416,59.79229851
7.225553145,12279.79045,27633.5216,4.339312,2.060941828,212.0271739,2.384553744,1.47396204,92.01325967,4.450637989
7.226808149,6821.2309,30132.98391,15.21383281,1.761883495,221.5536723,2.766202497,3.332768139,110.6452074,10.24477309
6.852097561,10765.89092,30756.14951,6.058438454,2.095209302,248.2568027,1.844825432,1.319240838,81.98459168,4.697571765
7.317479675,9382.328849,32633.45246,17.96804185,2.078669656,280.0534591,2.357581928,1.405974843,74.91067762,4.132699179
7.187802419,8088.413306,23081.46939,24.03488318,0.416619217,219.8184143,2.385617198,1.851294498,136.1992883,48.40999772
6.374512195,8552.028463,28162.92929,14.88653333,1.996069364,220.8358586,1.84288122,1.873084958,97.22835498,5.285853933
7.91976431,9475.752525,35190.7449,18.16730303,2.04607767,310.5173797,2.158448699,1.407491582,109.9665775,6.341969432
7.818676976,8400.357388,26668.55148,12.15971154,1.922209821,209.9794629,2.771914086,2.736619718,171.2067308,10.93244676
8.156584362,10495.59611,27071.47084,7.911265647,0.414838013,191.7081712,2.323903116,1.605507559,111.7246175,49.70422145
7.22723036,5692.915094,19350.08113,41.79624183,1.797156863,161.9044369,2.168535551,1.883823529,193.3431373,10.83900228
6.439665552,6761.748235,21630.36471,23.89866197,2.181228501,163.5105882,1.967986117,1.530257937,149.7734694,7.556884921
2.669913679,13052.10504,34833.57985,8.05764884,2.176721519,306.3986679,2.205592547,1.420936931,67.17605634,2.744557176
6.795792564,13318.90661,34183.44917,3.095039459,2.152402464,294.1042693,2.805140993,1.519306132,82.068,3.765840336
7.268701117,5544.577299,24364.9821,30.211409,1.556506024,159.4590818,1.824841745,2.498042169,148.5484536,12.44398844
6.949667519,5538.815857,22535.32481,21.78592357,0.403931398,174.9522293,1.555274235,1.100502232,210.5987261,38.98941096
7.952230216,9243.358273,28201.89496,12.10972119,2.009690027,218.0013928,1.930609011,1.882963875,109.5458333,5.727984722
5.125362319,6240.095238,38201.73595,9.925059625,2.102289308,298.6733587,2.374729608,1.606021341,84.84277457,6.478583607
5.184602588,6966.22366,23946.64286,12.75956522,2.218754717,191.6792453,1.833966282,1.526661631,155.9440994,8.686480519
7.347183099,6770.080986,22889.17958,24.83978824,0.4325,174.9522293,2.385617198,1.851294498,243.1740741,72.80485313
6.568855055,12346.75569,31741.69222,3.343664671,2.018826347,262.1744681,2.37528363,1.97890625,56.49820359,4.963383085
5.293676301,7562.385809,37611.17517,12.13735632,2.016821561,267.9552941,2.954423529,1.723583815,134.2118227,7.398633459
7.13958589,10294.95859,34102.55538,9.624521073,2.032691854,289.6360759,2.265651118,1.427181725,66.68480726,3.622394872
5.931264546,8552.028463,32585.06031,7.515712209,2.107411765,252.0622222,2.149253123,1.21795291,80.3996139,7.732749035
4.805617174,13641.65827,28576.39574,5.949580547,2.19212932,246.7821782,1.965519682,1.35128999,72.97674419,4.301712329
5.165910653,11721.86204,32746.11395,3.447319691,2.074159073,255.8468395,2.046970325,1.085371429,67.78221778,3.759445841
6.460165138,7180.449254,24192.47076,15.26560748,2.053868379,200.2222222,2.229758591,1.98004386,154.2087475,8.432734118
7.466751445,10742.41185,34810.21074,11.68672697,2.058650407,280.0,1.936509699,1.319240838,104.7568238,5.444344603
7.453648148,12771.72222,36889.70041,12.81807851,2.068259259,292.1003185,2.000700353,1.493452381,104.7568238,5.444344603
4.458878327,12194.71256,41081.75152,6.857346734,2.310906411,334.6244864,2.998152206,1.929720692,44.35404789,1.954736635
7.111863517,12005.24645,40227.11027,0.680692149,2.075535007,313.7186262,2.389834656,1.914204545,80.37190083,3.480909343
8.477677083,13593.26634,40085.70138,18.43886199,1.545383562,293.1109589,2.234919608,2.545410959,117.8578352,7.83833662
6.589176115,5358.793388,34945.48244,12.84798599,2.131630435,269.4449649,2.103658456,1.993133462,136.2101313,7.09075592
6.938482871,5538.815857,22535.32481,26.90469388,0.39544586,219.8184143,1.795787216,1.100502232,152.5290179,40.34037615
8.134735294,5359.914706,17776.27687,46.16948805,1.814315068,139.2354571,2.150909358,2.164126712,175.9279778,13.91541503
6.339073569,4694.281553,19733.41768,34.926759,2.188896104,161.9044369,2.276962552,1.610444444,197.5391061,16.96489912
6.603324641,6473.78678,34929.22042,15.27354943,2.061913696,269.4449649,2.298223486,1.759550147,156.239604,7.909336
7.552854701,6666.898496,33671.73496,9.575417349,1.96702403,267.3389121,2.455028736,1.991666667,147.7822736,8.657194712
6.852097561,10765.89092,24673.74669,10.34677647,2.139102564,177.28,2.713921569,2.491477273,70.46845426,5.68254519
4.971238318,13645.57065,29432.59783,21.59879854,2.205577617,229.3581081,2.17559445,1.498676143,97.26826484,4.318751656
6.652688391,6842.217923,30874.29542,23.47688935,0.435615866,274.4770642,2.006592685,1.622011494,131.9080882,38.71372016
7.316457399,10291.90462,31541.44557,23.307343,2.077712418,246.0874832,1.844825432,1.488341544,104.7568238,5.683586701
5.092311412,9584.799841,43222.28197,0.960444797,2.919174664,328.2934615,2.279675539,1.83537234,65.44197292,4.822049697
8.245730061,11139.4184,33519.73129,11.57532684,1.896901798,223.7340116,2.826891501,1.940116279,123.5684647,7.271217687
6.514632258,6591.848943,22389.67632,10.96686842,1.847385965,169.1874163,1.907674166,1.875412371,210.5987261,7.868333333
7.422337278,7278.92757,24974.82243,15.73634503,2.144084967,222.1869159,2.609899814,2.348247664,251.498008,17.13645935
8.093431818,6437.08871,37445.73921,18.14752918,1.995012658,255.1707819,3.043675762,2.615509259,196.9636364,12.85169096
5.807317073,7028.805556,20588.33141,34.6847561,1.917793296,148.8825996,2.232616108,1.357065217,197.5391061,12.06226536
4.990482897,11189.5089,25087.6954,4.585243179,2.01234864,177.3738739,1.812501271,1.434861751,68.77342823,4.620895611
7.22723036,11546.52,26651.25053,25.13908,0.44074,203.026087,1.602808571,1.563,134.152,40.757634
